0.00  0.000000000000000
0.02  0.013817052066965
0.04  0.023166410646756
0.06  0.031302565128285
0.08  0.038718457904484
0.10  0.045626316674005
0.12  0.052143044341709
0.14  0.058341969716372
0.16  0.064273001977028
0.18  0.069972075894802
0.20  0.075466148684731
0.22  0.080776082269746
0.24  0.085918417652145
0.26  0.090906524264833
0.28  0.095751375515310 
0.30  0.100462089911438
0.32  0.105046319276239
0.34  0.109510533835759
0.36  0.113860235726449
0.38  0.118100121548868
0.40  0.122234207822905
0.42  0.126265928869275
0.44  0.130198213795713
0.46  0.134033547348312
0.48  0.137774018065364
0.50  0.141421356237310
0.52  0.144976963501533
0.54  0.148441935399764
0.56  0.151817077841743
0.58  0.155102918111746
0.60  0.158299710795398
0.62  0.161407438769540
0.64  0.164425809167288
0.66  0.167354243982658
0.68  0.170191864689575
0.70  0.172937469886159
0.72  0.175589504489665
0.74  0.178146018327908
0.76  0.180604610982532
0.78  0.182962358241118
0.80  0.185215713163582
0.82  0.187360370929853
0.84  0.189391080087899
0.86  0.191301371060466
0.88  0.193083150292248
0.90  0.194726062012160
0.92  0.196216413731111
0.94  0.197535185261739
0.96  0.198653762656905
0.98  0.199522151833271
1.00  0.200000000000000
   
   
   
   
   
   
   
   
   
   
   
   
   
   
